Training epoch 1 [0/67107 (0.00%)]	 Loss: 0.263874
Training epoch 1 [640/67107 (0.95%)]	 Loss: 0.145426
Training epoch 1 [1280/67107 (1.91%)]	 Loss: 0.138928
Training epoch 1 [1920/67107 (2.86%)]	 Loss: 0.114156
Training epoch 1 [2560/67107 (3.82%)]	 Loss: 0.085761
Training epoch 1 [3200/67107 (4.77%)]	 Loss: 0.061020
Training epoch 1 [3840/67107 (5.73%)]	 Loss: 0.064757
Training epoch 1 [4480/67107 (6.68%)]	 Loss: 0.054104
Training epoch 1 [5120/67107 (7.63%)]	 Loss: 0.047235
Training epoch 1 [5760/67107 (8.59%)]	 Loss: 0.051844
Training epoch 1 [6400/67107 (9.54%)]	 Loss: 0.023786
Training epoch 1 [7040/67107 (10.50%)]	 Loss: 0.042657
Training epoch 1 [7680/67107 (11.45%)]	 Loss: 0.052486
Training epoch 1 [8320/67107 (12.40%)]	 Loss: 0.008191
Training epoch 1 [8960/67107 (13.36%)]	 Loss: 0.031009
Training epoch 1 [9600/67107 (14.31%)]	 Loss: 0.024942
Training epoch 1 [10240/67107 (15.27%)]	 Loss: 0.013966
Training epoch 1 [10880/67107 (16.22%)]	 Loss: 0.017529
Training epoch 1 [11520/67107 (17.18%)]	 Loss: 0.006471
Training epoch 1 [12160/67107 (18.13%)]	 Loss: 0.016964
Training epoch 1 [12800/67107 (19.08%)]	 Loss: 0.004773
Training epoch 1 [13440/67107 (20.04%)]	 Loss: 0.002077
Training epoch 1 [14080/67107 (20.99%)]	 Loss: 0.005800
Training epoch 1 [14720/67107 (21.95%)]	 Loss: 0.009766
Training epoch 1 [15360/67107 (22.90%)]	 Loss: 0.005783
Training epoch 1 [16000/67107 (23.85%)]	 Loss: 0.014908
Training epoch 1 [16640/67107 (24.81%)]	 Loss: 0.006258
Training epoch 1 [17280/67107 (25.76%)]	 Loss: 0.010371
Training epoch 1 [17920/67107 (26.72%)]	 Loss: 0.019012
Training epoch 1 [18560/67107 (27.67%)]	 Loss: 0.007502
Training epoch 1 [19200/67107 (28.63%)]	 Loss: 0.002558
Training epoch 1 [19840/67107 (29.58%)]	 Loss: 0.001747
Training epoch 1 [20480/67107 (30.53%)]	 Loss: 0.002354
Training epoch 1 [21120/67107 (31.49%)]	 Loss: 0.003144
Training epoch 1 [21760/67107 (32.44%)]	 Loss: 0.001714
Training epoch 1 [22400/67107 (33.40%)]	 Loss: 0.001514
Training epoch 1 [23040/67107 (34.35%)]	 Loss: 0.004339
Training epoch 1 [23680/67107 (35.31%)]	 Loss: 0.001697
Training epoch 1 [24320/67107 (36.26%)]	 Loss: 0.002145
Training epoch 1 [24960/67107 (37.21%)]	 Loss: 0.003494
Training epoch 1 [25600/67107 (38.17%)]	 Loss: 0.001006
Training epoch 1 [26240/67107 (39.12%)]	 Loss: 0.003981
Training epoch 1 [26880/67107 (40.08%)]	 Loss: 0.002778
Training epoch 1 [27520/67107 (41.03%)]	 Loss: 0.001086
Training epoch 1 [28160/67107 (41.98%)]	 Loss: 0.001486
Training epoch 1 [28800/67107 (42.94%)]	 Loss: 0.000494
Training epoch 1 [29440/67107 (43.89%)]	 Loss: 0.001464
Training epoch 1 [30080/67107 (44.85%)]	 Loss: 0.000840
Training epoch 1 [30720/67107 (45.80%)]	 Loss: 0.000518
Training epoch 1 [31360/67107 (46.76%)]	 Loss: 0.001213
Training epoch 1 [32000/67107 (47.71%)]	 Loss: 0.001011
Training epoch 1 [32640/67107 (48.66%)]	 Loss: 0.000842
Training epoch 1 [33280/67107 (49.62%)]	 Loss: 0.000327
Training epoch 1 [33920/67107 (50.57%)]	 Loss: 0.000883
Training epoch 1 [34560/67107 (51.53%)]	 Loss: 0.000509
Training epoch 1 [35200/67107 (52.48%)]	 Loss: 0.001086
Training epoch 1 [35840/67107 (53.44%)]	 Loss: 0.006810
Training epoch 1 [36480/67107 (54.39%)]	 Loss: 0.000181
Training epoch 1 [37120/67107 (55.34%)]	 Loss: 0.000345
Training epoch 1 [37760/67107 (56.30%)]	 Loss: 0.000418
Training epoch 1 [38400/67107 (57.25%)]	 Loss: 0.001497
Training epoch 1 [39040/67107 (58.21%)]	 Loss: 0.000699
